Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,Experience,product_name
Mahendra pratap,3,Very tiny size.Not for adults.,28-Jul-19,Verified Purchase,I am not satisfied with this.Looks different from picture.Only fame of brand.There are better watches available at same price.,Helpful,212,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,5,Value for money,22-Aug-19,Verified Purchase,I love it,Helpful,367,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Aniket Yadav,5,Better,25-Sep-19,Verified Purchase,Both,Helpful,335,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Buyer,5,Great,4-Oct-19,Verified Purchase,Nice buy,Helpful,189,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,4,Best price good watch.,20-Sep-19,Verified Purchase,Good as see,Helpful,186,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Sudharsan 22,5,Good,9-Mar-19,Verified Purchase,It looks good and the product is same as image in size. Definitely women's will love this.,Helpful,316,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Sunil,5,SONATA!!,3-Nov-18,Verified Purchase,Good quality for cheap price. Always sonata.,Helpful,115,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
VIREN RANA,5,Excellent,26-May-19,Verified Purchase,Best qulity. Working as a new one after 3 years of purchasing,Helpful,140,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Saleem Khan,5,Good,2-Jul-19,Verified Purchase,Small but ok,Helpful,162,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
P Basak,4,Good ONE...,5-Jun-18,Verified Purchase,I just loved it but....the thing is it's not a big dial watch....it should be mentioned whether it's a big dialled one or small dialled,Helpful,77,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Madhu,1,Battery is not working,4-Jul-18,Verified Purchase,Within one month the battery is not working,Helpful,351,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Aatish Shetye,5,Good product,1-Mar-19,Verified Purchase,Good product,Helpful,293,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,4,Nice,24-Sep-19,Verified Purchase,Good,Helpful,181,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Anu,5,Best watch,18-Jul-19,Verified Purchase,Best watch for daily use.... shining and super product.. dial s a bit small one but very comfortable and valuable pdt,Helpful,408,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,4,Good,25-Apr-19,Verified Purchase,Good,Helpful,363,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Aman T.,3,Overall good,12-Aug-19,Verified Purchase,The watch is simply good. But it is difficult to adjust size of wrist,Helpful,282,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Hussain,5,OK product,26-Jan-19,Verified Purchase,To small my expectations was not completely satisfied and my mom said good looking watch,Helpful,189,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Perumal,5,Worth,22-Aug-19,Verified Purchase,Worth,Helpful,440,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Shyam Rangaraj,4,Ok!...,8-Oct-19,Verified Purchase,Nice,Helpful,252,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Shalini kumar,1,I'm very disappointed by the product the watch is much tiny in ...,24-Apr-15,Verified Purchase,I'm very disappointed by the product the watch is much tiny in the size then what it appears on d picture. The dial is very small best suits on children's hand and not for the adults,3 people found this helpful,327,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,4,Nice,1-Aug-19,Verified Purchase,Very good quality and looks very nice With reasonable cost,Helpful,79,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
megha,5,Loved it,12-Feb-19,Verified Purchase,Satisfied with the product,Helpful,248,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Jigar Shah,5,Very good,16-Aug-19,Verified Purchase,Excellent,Helpful,238,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
M S,5,Nice packing by amazon services,16-Oct-18,Verified Purchase,Nice quality nd look.i like the product,Helpful,429,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
sunilkumar,3,Worst,14-Aug-19,Verified Purchase,Size diffred,Helpful,213,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Liz,1,Very small,14-Apr-19,Verified Purchase,The picture looks good but actual it was too small,Helpful,319,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Mr. Amit,4,Original,7-Nov-18,Verified Purchase,Nice watch,Helpful,92,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Muraleedharan Nair,5,Five Stars,21-Nov-18,Verified Purchase,good.,Helpful,103,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Avantika Singh,4,Its ok ok,25-Oct-18,Verified Purchase,Good product till now..,Helpful,130,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Gurmeet Singh,4,Good,11-Nov-18,Verified Purchase,Quality is gud,Helpful,245,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Jyoshna mayee sahoo,4,Value for money,18-Sep-19,Verified Purchase,Value for money,Helpful,179,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Krishan kumar Gupta,4,Good,11-Apr-19,Verified Purchase,Good product,Helpful,89,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
atiyah,4,Okay,11-Oct-19,Verified Purchase,It looks good..but the dial is too small...looks bigger in the picture provided,Helpful,225,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Nikita Latelwar,5,Must buy watch in budget,18-Dec-18,Verified Purchase,Awesome watch....I purchased it for my mom and she really liked it... thanks Amazon 😀,Helpful,75,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Jayram bhosale,4,Nice quality,30-Aug-19,Verified Purchase,Nice product,Helpful,69,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Maninder,4,Original sonata,8-Oct-19,Verified Purchase,Its awesome sonata watch got for ₹470 got it fory mom and she loved it,Helpful,327,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
kunal chopdekar,5,Watch,6-Jan-19,Verified Purchase,👍🏻,Helpful,399,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
sateesh karnati,5,Buy it blindly,13-Aug-19,Verified Purchase,Exactly Product and value for money best watches for women at low prices,,171,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amarjit,1,One Star,28-Jun-18,Verified Purchase,Size is small as shown in pic,Helpful,216,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Vishal J.,3,Three Stars,8-May-18,Verified Purchase,Not bad not good... average quality,Helpful,284,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
rama krishna . y,5,Ok,7-Dec-18,Verified Purchase,Ok,Helpful,196,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
subneet pathak,5,Good,21-May-19,Verified Purchase,Good,Helpful,260,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
pooja bhosle,5,Five Stars,22-Nov-18,Verified Purchase,Very nice watch i love it.. it suit on my hand,Helpful,398,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
TEJAS GITE,3,Nice product worth the money 👍,5-Nov-18,Verified Purchase,Well it is so Delicate near belt. But according to price it's worth👌👌I got this watch in just Rs 550,Helpful,325,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Dev,5,Great,11-Oct-19,Verified Purchase,Perfect,Helpful,450,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Yogender G.,5,Awesome watch,7-Jul-19,Verified Purchase,Value of money and worth to buy,Helpful,410,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Sourav,5,Nice,14-Nov-18,Verified Purchase,Nice watch,Helpful,371,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Sripati S.,5,Thanks to Amazon,23-Jan-19,Verified Purchase,It's really Good product. My sister is very happy for the design and I am happy for the price. Thanks to Amazon,Helpful,142,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Avik Mukherjee,5,Good buy,4-Nov-18,Verified Purchase,The size and looks are good,Helpful,107,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,5,Nice product. ..,5-Jan-19,Verified Purchase,Nice watch...Good quality....Suitable for all age womens. ...,Helpful,136,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,5,Good watch,29-Nov-18,Verified Purchase,In this price segment it a very good watch,Helpful,440,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Saravanan,5,Good,26-Sep-19,Verified Purchase,Good,Helpful,243,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
David Debbarma,5,Good,7-Dec-18,Verified Purchase,Good,Helpful,128,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Nalin,3,watch with big discount,4-Apr-19,Verified Purchase,Product is good.don't believe of price and discount offer.it's available 550/- in local.,Helpful,145,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Jinia Mahapatra,4,nice product.,21-Apr-18,Verified Purchase,Dial is too small.,One person found this helpful,291,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Mumbai Tiger,5,A perfect gift.,11-Mar-19,Verified Purchase,Purchased this for my wife for daily use. Very good,Helpful,412,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
vagish vandana,5,Value for money,1-Sep-18,Verified Purchase,It's a good watch for the money being paid. It shows the time and looks good. :),Helpful,445,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
AmazingPriya@amazon,5,Good product. Value for time{coz time is money😎,20-Oct-19,Verified Purchase,Cute little watch.,Helpful,210,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,5,💕,31-Oct-18,Verified Purchase,Awesome quality watch💕...but a little bit small for me ..,Helpful,122,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Jayappa kuruvathi,5,Fantastic,6-Oct-19,Verified Purchase,Fine item. Value for money.,Helpful,112,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Yogesh N.,1,Seller Cloudtail India Didnt Sent Warranty Card,25-Sep-19,Verified Purchase,Seller Cloudtail India Didnt Sent Warranty Card...Rest of the watch is fine...,Helpful,380,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Myself_acs,2,Not great,5-Jan-19,Verified Purchase,Dial is good but strap is worst,Helpful,399,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
sanjay,4,Ok product..,30-Oct-19,Verified Purchase,Good not great.. Could be better,Helpful,279,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Naved Khan,5,Perfect Fit,30-Oct-18,Verified Purchase,Perfect fit,Helpful,217,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Bharathraj,2,Not satisfying in the watch..,26-Aug-19,Verified Purchase,Very very Vastu packing in this product... the Watch is unsatisfy for me..,Helpful,394,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Aashi,3,Okay okay product,26-May-19,Verified Purchase,Better to buy from sonata store,Helpful,258,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Prajwal,5,Fantastic,4-Dec-18,Verified Purchase,A simple and nice product for daily use,Helpful,237,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Ebin,4,Good,23-Sep-19,Verified Purchase,Light weight,Helpful,83,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Harsha,5,Good one for my sister,10-Feb-19,Verified Purchase,Nice,Helpful,191,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Anil Kumar,5,Nice,19-Oct-19,Verified Purchase,Nice,Helpful,247,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Riya M.,2,Two Stars,7-Oct-18,Verified Purchase,Dail very small,Helpful,284,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Dharti Gokhale,4,Smaller dial,21-Oct-18,Verified Purchase,Watch looks decent. But i am disappointed as dial is smaller than expected!,Helpful,130,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Abhi,3,Sonata chain watch,6-Oct-19,Verified Purchase,Dial is cute but the chain looks cheap.,Helpful,298,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Srinu,3,Ok,25-Dec-18,Verified Purchase,Ok,Helpful,418,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Alolika Ghosh,5,Perfect for daily use.,14-May-19,Verified Purchase,Good watch within low budget.,Helpful,143,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Av priya,1,Dial,18-Oct-19,Verified Purchase,Dial is sooooo small if not perfect at this price,Helpful,154,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Akash Rotti,1,Cell dead,11-Apr-19,Verified Purchase,Very bad cells are gone in few days the watch was dead,Helpful,446,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Mahendren,3,Dial is very very small,28-Jul-19,Verified Purchase,Dial is very very small and package is too bad.. but watch works good.,,327,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Saurabh Shrivastava,4,Good,9-Feb-19,Verified Purchase,Good but size smaller then the pic,Helpful,133,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
ajayb,3,Dail size too small,16-Aug-19,Verified Purchase,Quality product but size too small,Helpful,388,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Souvik Sur,5,Satisfactory,15-Feb-19,Verified Purchase,Good product.,Helpful,384,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Monika gupta,4,Good,27-May-19,Verified Purchase,I like it 😊,Helpful,213,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Ravi Teja.D,5,Good,2-Nov-19,Verified Purchase,Good,Helpful,332,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
meenakshi,5,Nice looks,1-Sep-19,Verified Purchase,Nice,Helpful,400,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Quality was very bad... Stitches were tearing ..waste of money,1,Not worthy,21-Dec-18,Verified Purchase,It's not working worst product.. It can't work even one month .. shipping was good,Helpful,313,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Ramesh Pullagujju,4,OK,30-Sep-18,Verified Purchase,Dial looked big in the pic. But in real its small when compared to strap.,Helpful,55,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Rajni kaur,5,Perfect for womens,5-Jun-19,Verified Purchase,It is a very nice watch,,242,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
piyush gupta,5,Five Stars,3-Feb-18,Verified Purchase,item is gud but dail is to small,One person found this helpful,107,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Srinivasa Holla K,1,No,16-Feb-19,Verified Purchase,No,Helpful,167,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
nibhakakati,5,Good,25-Sep-19,Verified Purchase,Good,Helpful,390,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Yamini,5,Best watch ever,6-Oct-19,Verified Purchase,This product is simply perfect for every girl.,Helpful,191,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Jenitha,5,Perfect gift for my mom,8-Feb-19,Verified Purchase,Superb watch.. Highly recommended,,436,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
prasanna kumar,3,too small,31-Oct-19,Verified Purchase,too small,Helpful,387,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Pooja Jadhav,5,very presentable,27-Aug-19,Verified Purchase,bestest in less price. thankyou amazon. classy look .,Helpful,318,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Nisha,3,nice,18-Nov-18,Verified Purchase,The quality was to good but the watch dial is a bit smaller than expected.,Helpful,113,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Shivani,5,Excellent product u can also try.,6-Jul-19,Verified Purchase,The design of watch is fab. We can wear this watch in clg as well as schl.,Helpful,431,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Anjali k.,4,Four star,8-Mar-18,Verified Purchase,nice but small size,Helpful,337,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,4,Quality good,11-Jun-19,Verified Purchase,Looking good,Helpful,125,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Ratnajit paul,5,3rd class packaging,27-Apr-19,Verified Purchase,Product is very nice but packaging it's not god.,Helpful,119,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Inoka jijo,5,Good,5-Oct-19,Verified Purchase,One and half years gone still good,Helpful,386,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Pijush,5,Too small.,10-Jun-19,Verified Purchase,Found good but too small.,Helpful,361,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
shahrukh ali,4,Nice women's watch,16-Nov-18,Verified Purchase,It's a very nice watch with trusted brand naam hi kafi he THE ,Helpful,345,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
GOPALAKRISHNAN A,5,Good at this price,5-Oct-18,Verified Purchase,Good,Helpful,420,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Bhupinder kaur,4,Value for money,1-Aug-19,Verified Purchase,Very good for students for daily use...,Helpful,172,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
shimbhu,5,Nice,6-Oct-19,Verified Purchase,Nice,Helpful,302,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,3,Not as expected.,31-Jul-18,Verified Purchase,Chain was broken. I had to go for repairing.,Helpful,182,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
S N L Reddy,4,Simple and nice,27-Nov-18,Verified Purchase,Good,Helpful,78,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
