Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,product_name,Experience
DIPTANU CHOWDHURY,1,Crappy Camera,2015-03-09,Y,This camera does not function the way it is advertised. I have ordered it twice and both camera were not working. Has functions advertised that are not actually on the camera. Second camera would not delete pictures kept getting error message every time. I did exactly as the owners manual instructed. To bad it is compact and waterproof but pictures were not great!,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Manisha Thakur,5,Five Stars,2015-03-08,Y,Took great pictures above and bellow the water!,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Amazon Customer,5,Nice camera,2015-03-08,Y,Very cute!  Plan to put it to use on a trip down the Buffalo River in Arkansas.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Manab Dutta,2,No lens cover,2015-03-08,Y,"The camera doesn't have any sort of a lens cover.  Good luck keeping finger prints off it, especially if you are reaching in to a pocket to retrieve the camera.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Vidya Sagar,1,Buyer beware,2015-03-08,Y,Worked well for 3 months.  One of of the battery contacts inside the camera broke making it inoperable.  This was during a sailing trip in the British Virgin Islands.  Lost lots of opportunities for photos.  Buy a different camera.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Amazon Customer,1,Do not purchase!,2015-03-07,Y,Item is not as waterproof as it claims. I was snorkling and it stopped working. It's not like i went deep. I kept it clean and closed and it would not function underwater.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
RAHUL YADAV,1,Not waterproof.,2015-03-07,N,"I used this camera on vacation soon after I got it and right after the first day using we noticed the SD card was a little wet when we took it out to download the camera - thinking we might have not been careful enough we let it dry out and gave it another try, being extra careful this time - same thing, water in SD again. In this process we lost a SD card with a day worth of photos.<br />Now if that wasn't frustrating enough, panasonic's website for registering the product is awful - it doesn't give you any information or guidance and signs you us to get spam with extended warranty offers. So I called them, and now I need to spend money to ship it to texas so they can assess it. I should have just returned it to amazon sooner and not given the manufacturer any credit. Definitely not buying panasonic again.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Abhishek Saxena,1,I just received the camera and as soon as I ...,2015-03-05,Y,"I just received the camera and as soon as I turned it on the screen indicated to check the battery cover door and when it went to the LCD screen it immediately went to a purple histogram looking screen. I have taken the battery out & allowed to charge for a few more minutes, replaced it & had the same thing happen. Every time I power down & start back up, the check door screen appears & then a purple screen. This is a HUGE inconvenience as I an leaving for a trip tomorrow morning. Thanks a bunch!",5,5,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Alok,1,Not Waterproof at all!,2015-03-05,Y,"This camera is not WATERPROOF!!! I bought that machine to take some underwater pic. at my Mexico vacation. Today first time we started using in to take fish pic. with us. It was not even dept that much after awhile it started leaking water inside and stopped taking pic. We still hearing a voice it's like taking pic but can't see the screen. It wasn't battery part is leaking the screen part started and later we couldn't see the picture. Overall it ruined my day, now I have to find new camera in this rural island!! I'll try to return it when I'm back but probably they will blame me!!",7,7,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Amazon Customer,4,Four Stars,2015-03-04,Y,We like it. Easy to use.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Vicky,5,great water camera,2015-03-04,Y,"This camera worked great. I took it on a trip to Fiji and it worked wonderful in the water, took pretty good pictures...I like it alot!",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Miss.H,5,Love it,2015-03-03,Y,"First time on beach. camera got knocked into the water. Came back from boat ride 2hrs later, saw it in the water. Fished it out, and took a picture. Worked flawlessly, and waterproof feature is why I bought it. Great pics!!!  HIGHLY RECOMMEND, especially with young ones near water.",1,1,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Kamran Ansari,5,It worked great everywhere! I was able to get amazing pictures,2015-03-03,Y,"We ordered this for our cruise to the Caribbean in February. We took it on all our off ship excursions. We snorkeled in Jamaica, climbed Dunn's Rivers Falls, took it to the beach in Cayman Islands and then snorkeling and to the beach in Cozumel. It worked great everywhere! I was able to get amazing pictures. I didn't have to worry about camera getting wet. I bought a floating strap in case. I took over 300 pictures on my vacation. I am very happy with the quality of camera and had no complaints!! Great price!",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Bhargav Dave,5,love it!,2015-03-03,Y,"I bought this camera for a trip to Jamaica. We wanted something we could take everywhere.  We took it in the ocean, used it in the pool and even took pictures around the resort. We had no problems what so ever.  I did find the accessory pack on amazon as I wanted something to keep it afloat. I would recommend this camera and springing for the floating armband.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Girish,3,"Picture quality is poor, but fine for a rugged camera",2015-03-02,Y,"Works well. Picture quality is poor, but fine for a rugged camera. I used it snorkling many times before it leaked and the battery died. Panasonic sent a replacement.",1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
DASHRATH TANTI,5,"worked great, photos are just fine",2015-03-02,Y,"worked great, photos are just fine,I don't know what some people are complaining about. I liked taking a ton of photos on our cruise and not worry about the a limit of 36  like you get with a disposable,this camera was well worth the money. forget paying 200 and way up. I had no problem with water getting into the camera. I look forward to using it for years to come",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Vaidhi,5,"Awesome camera, buy it!",2015-02-28,Y,I work in a steel mill and it is extremely dusty. I have had this camera for 7 months and I use it every day. It works like a champ. I have had 3 cameras with the telescopic zoom functions get stuck because of the dust in the air. No issues with this bad boy.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Amazon Customer,1,poor quality pictures,2015-02-25,Y,pictures look like technology from ten years ago.  poor quality for a digital camera.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Amazon Customer,1,when I went to the beach (3 weeks after purchase) ...,2015-02-25,Y,when I went to the beach (3 weeks after purchase) the screen mist up and then there is an advertisement that say System Error O.I.S,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
BABYSEN L,3,Three Stars,2015-02-23,Y,"Good pictures in the light, terrible pictures in closed spaces.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
arun konnur,5,A must have,2015-02-21,N,Outstanding camera under water. I even took it to several weddings and people loved the quality of the pictures,1,1,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Baktha Singh D,5,love this camera,2015-02-20,Y,My grandson loves this camera.<br />Well built almost indestuctable,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Amazon Customer,5,"Great price, Great picture quality and almost no shutter ...",2015-02-20,Y,"Great price, Great picture quality and almost no shutter lag.  I recently bought a Samsung point and shoot and the lens sucked.  Got this as a replacement.<br /><br />I also bought a wrist flotation strap because I plan on using this in the water.  Pictures in the snow came out great.",1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Amazon Customer,4,Good Camera for the Price,2015-02-19,Y,"I haven't tried using this in water yet.  But, on land, this camera takes pictures well.  I'm satisfied with it.",1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Amazon Customer,5,Awesome Waterproof Camera,2015-02-19,Y,Awesome pictures and video quality. Purchased this camera for a trip to Cayman as it was waterproof. I'm very glad that I purchased it. It's easy to use and truly is waterproof.,1,1,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Yaansh Digwal,5,Five Stars,2015-02-19,Y,Very good.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Dilip majhi,3,Okay for a quick buy,2015-02-17,Y,It's nice to have a camera that is waterproof but the picture isn't great for the price and the zoom is terrible,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Navaneethakrishnan,4,Four Stars,2015-02-16,Y,Excellent for underwater pics. good for regular pics.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Amazon Customer,5,Five Stars,2015-02-14,Y,"Worked out well, even with salt water.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Amazon Customer,5,Five Stars,2015-02-13,Y,EXCELENTE!!!,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Shashikant kagade,5,Handy Little Camera,2015-02-11,Y,Handy little camera.  I bought to put in my pocket when I go fishing or hunting.  Works very well.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Amazon Customer,1,Worthless junk!,2015-02-11,Y,"First I tested the camera outdoors which produced decent pictures. Very basic camera with no option to choose the ISO or resolution. The indoor photos were very poor- they came out too dark, even with the flash. This camera has very bad light metering. Then I tested the camera in water- following every instruction and precaution to the letter. I placed it in a bowl of water and took a few photos. The camera would only focus on the tiny bubbles that would form on the lens. No matter how many times I wiped the bubbles away, they would re-appear. After taking the camera out of the water, none of the photos would come out in focus, even when I kept wiping the excess water off the lens. Then the camera stopped working completely- and would only display a system error message. There was no sign of any water leak inside the camera, but the camera never worked again. I sent it back to Amazon for a refund after just a day of testing the camera.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
dilip kumar,4,Really pleased,2015-02-11,Y,"Really pleased with this handy little camera. Took over 1600 pictures on a recent trip to Thailand. Left camera on intelligent auto most of the time. Got great pics. Waterproof feature allowed use at beach & at pool without worry. Only wish it had a longer optical zoom, but I was willing to forgo for waterproof case & lens that does not extend. Highly recommend for travel.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Amazon Customer,2,Leaked after one or two uses in 10 feet of water,2015-02-11,Y,"Bought this last summer for snorkeling in Hawaii. Never actually took it into the water until about two months ago. Used it underwater once or twice (and yes, the cover was locked closed). Went to use it a day or two ago and it wouldn't turn on. Took the battery out and found major corrosion at the ground pin and battery. Cleaned battery contact, but the ground pin will not clean up. Camera is unusable.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
